0	0	0	0	0	317
0	0	317	-318.198	0	318.198
-318.198	0	635.198	0	0	0
-318.198	0	635.198	-339.411	0	339.411
-657.609	0	974.609	0	0	0
-657.609	0	974.609	-170	0	2.3162e-14
-827.609	0	974.609	0	0	0
