0	0	0	1	1	1
1	1	1	2	3	4
3	4	5	8	8	9
11	12	14	1	2	3
12	14	17	2	4	4
14	18	21	3	6	6
17	24	27	2	2	2
19	26	29	2	3	3
21	29	32	-4	-5	-5
17	24	27	2	2	2
