      0.0000000000	      0.0000000000	      0.0000000000	      0.0000000000	      0.0000000000	      0.0000000000	      0.0000000000	      0.0000000099	     -0.0000000403	      0.0000000000	      0.0000001986	      0.0000001558	      0.0000001457	     -0.0000001583	
      0.0000001580	     -0.0000006460	      0.0000000000	      0.0000031797	      0.0000024946	      0.0000023323	     -0.0000025340	
      0.0000006992	     -0.0000028582	      0.0000000000	      0.0000140695	      0.0000110382	      0.0000103200	     -0.0000112122	
      0.0000019002	     -0.0000077683	      0.0000000000	      0.0000382389	      0.0000300001	      0.0000280483	     -0.0000304732	
      0.0000040277	     -0.0000164655	      0.0000000000	      0.0000810504	      0.0000635877	      0.0000594507	     -0.0000645904	
      0.0000073476	     -0.0000300377	      0.0000000000	      0.0001478587	      0.0001160018	      0.0001084548	     -0.0001178311	
      0.0000121257	     -0.0000495710	      0.0000000000	      0.0002440102	      0.0001914369	      0.0001789822	     -0.0001944558	
      0.0000186272	     -0.0000761499	      0.0000000000	      0.0003748428	      0.0002940809	      0.0002749483	     -0.0002987185	
      0.0000271170	     -0.0001108570	      0.0000000000	      0.0005456862	      0.0004281152	      0.0004002625	     -0.0004348664	
      0.0000378595	     -0.0001547733	      0.0000000000	      0.0007618613	      0.0005977142	      0.0005588276	     -0.0006071400	
      0.0000511186	     -0.0002089780	      0.0000000000	      0.0010286802	      0.0008070454	      0.0007545399	     -0.0008197723	
      0.0000671580	     -0.0002745482	      0.0000000000	      0.0013514453	      0.0010602691	      0.0009912892	     -0.0010769892	
      0.0000862405	     -0.0003525593	      0.0000000000	      0.0017354499	      0.0013615378	      0.0012729576	     -0.0013830088	
      0.0001086287	     -0.0004440845	      0.0000000000	      0.0021859765	      0.0017149960	      0.0016034202	     -0.0017420410	
      0.0001345846	     -0.0005501947	      0.0000000000	      0.0027082970	      0.0021247797	      0.0019865439	     -0.0021582869	
      0.0001643696	     -0.0006719586	      0.0000000000	      0.0033076718	      0.0025950159	      0.0024261871	     -0.0026359386	
      0.0001982444	     -0.0008104423	      0.0000000000	      0.0039893487	      0.0031298219	      0.0029261991	     -0.0031791783	
      0.0002364693	     -0.0009667093	      0.0000000000	      0.0047585623	      0.0037333042	      0.0034904195	     -0.0037921773	
      0.0002793036	     -0.0011418198	      0.0000000000	      0.0056205325	      0.0044095582	      0.0041226772	     -0.0044790957	
      0.0003270058	     -0.0013368314	      0.0000000000	      0.0065804637	      0.0051626670	      0.0048267896	     -0.0052440808	
      0.0003798339	     -0.0015527976	      0.0000000000	      0.0076435432	      0.0059967002	      0.0056065616	     -0.0060912665	
      0.0004380446	     -0.0017907686	      0.0000000000	      0.0088149396	      0.0069157129	      0.0064657843	     -0.0070247718	
      0.0005018938	     -0.0020517902	      0.0000000000	      0.0100998014	      0.0079237442	      0.0074082342	     -0.0080486994	
      0.0005716362	     -0.0023369039	      0.0000000000	      0.0115032547	      0.0090248159	      0.0084376714	     -0.0091671347	
      0.0006475254	     -0.0026471462	      0.0000000000	      0.0130304016	      0.0102229307	      0.0095578382	     -0.0103841434	
      0.0007298135	     -0.0029835481	      0.0000000000	      0.0146863177	      0.0115220707	      0.0107724576	     -0.0117037705	
      0.0008187515	     -0.0033471349	      0.0000000000	      0.0164760499	      0.0129261953	      0.0120852314	     -0.0131300378	
      0.0009145884	     -0.0037389256	      0.0000000000	      0.0184046135	      0.0144392394	      0.0134998386	     -0.0146669422	
      0.0010175719	     -0.0041599320	      0.0000000000	      0.0204769897	      0.0160651109	      0.0150199327	     -0.0163184532	
      0.0011279476	     -0.0046111586	      0.0000000000	      0.0226981225	      0.0178076885	      0.0166491401	     -0.0180885108	
      0.0012459592	     -0.0050936014	      0.0000000000	      0.0250729151	      0.0196708192	      0.0183910576	     -0.0199810225	
      0.0013718482	     -0.0056082476	      0.0000000000	      0.0276062272	      0.0216583154	      0.0202492494	     -0.0219998609	
      0.0015058537	     -0.0061560748	      0.0000000000	      0.0303028704	      0.0237739521	      0.0222272452	     -0.0241488606	
      0.0016482121	     -0.0067380501	      0.0000000000	      0.0331676050	      0.0260214641	      0.0243285366	     -0.0264318152	
      0.0017991575	     -0.0073551291	      0.0000000000	      0.0362051355	      0.0284045421	      0.0265565742	     -0.0288524737	
      0.0019589204	     -0.0080082554	      0.0000000000	      0.0394201063	      0.0309268300	      0.0289147648	     -0.0314145374	
      0.0021277285	     -0.0086983593	      0.0000000000	      0.0428170970	      0.0335919206	      0.0314064675	     -0.0341216556	
      0.0023058060	     -0.0094263570	      0.0000000000	      0.0464006174	      0.0364033520	      0.0340349904	     -0.0369774226	
      0.0024933731	     -0.0101931495	      0.0000000000	      0.0501751026	      0.0393646038	      0.0368035864	     -0.0399853725	
      0.0026906463	     -0.0109996214	      0.0000000000	      0.0541449073	      0.0424790926	      0.0397154500	     -0.0431489758	
      0.0028978378	     -0.0118466401	      0.0000000000	      0.0583143005	      0.0457501673	      0.0427737122	     -0.0464716345	
      0.0031151550	     -0.0127350540	      0.0000000000	      0.0626874590	      0.0491811050	      0.0459814370	     -0.0499566771	
      0.0033428008	     -0.0136656917	      0.0000000000	      0.0672684617	      0.0527751058	      0.0493416161	     -0.0536073543	
      0.0035809725	     -0.0146393608	      0.0000000000	      0.0720612831	      0.0565352877	      0.0528571647	     -0.0574268332	
      0.0038298622	     -0.0156568459	      0.0000000000	      0.0770697861	      0.0604646815	      0.0565309165	     -0.0614181924	
      0.0040896560	     -0.0167189078	      0.0000000000	      0.0822977155	      0.0645662251	      0.0603656183	     -0.0655844163	
      0.0043605337	     -0.0178262819	      0.0000000000	      0.0877486908	      0.0688427581	      0.0643639248	     -0.0699283889	
      0.0046426685	     -0.0189796762	      0.0000000000	      0.0934261981	      0.0732970156	      0.0685283932	     -0.0744528888	
      0.0049362267	     -0.0201797706	      0.0000000000	      0.0993335829	      0.0779316222	      0.0728614775	     -0.0791605819	
      0.0052413672	     -0.0214272143	      0.0000000000	      0.1054740420	      0.0827490860	      0.0773655225	     -0.0840540157	
      0.0055582410	     -0.0227226249	      0.0000000000	      0.1118506150	      0.0877517917	      0.0820427576	     -0.0891356126	
      0.0058869909	     -0.0240665863	      0.0000000000	      0.1184661759	      0.0929419940	      0.0868952912	     -0.0944076630	
      0.0062277512	     -0.0254596470	      0.0000000000	      0.1253234245	      0.0983218111	      0.0919251034	     -0.0998723183	
      0.0065806467	     -0.0269023180	      0.0000000000	      0.1324248773	      0.1038932173	      0.0971340400	     -0.1055315839	
      0.0069457931	     -0.0283950717	      0.0000000000	      0.1397728582	      0.1096580357	      0.1025238058	     -0.1113873119	
      0.0073232958	     -0.0299383390	      0.0000000000	      0.1473694893	      0.1156179314	      0.1080959572	     -0.1174411934	
      0.0077132497	     -0.0315325082	      0.0000000000	      0.1552166814	      0.1217744033	      0.1138518959	     -0.1236947512	
      0.0081157388	     -0.0331779225	      0.0000000000	      0.1633161241	      0.1281287769	      0.1197928611	     -0.1301493315	
      0.0085308356	     -0.0348748781	      0.0000000000	      0.1716692755	      0.1346821965	      0.1259199225	     -0.1368060967	
      0.0089586005	     -0.0366236223	      0.0000000000	      0.1802773530	      0.1414356168	      0.1322339728	     -0.1436660165	
      0.0093990816	     -0.0384243513	      0.0000000000	      0.1891413220	      0.1483897956	      0.1387357204	     -0.1507298607	
      0.0098523137	     -0.0402772080	      0.0000000000	      0.1982618866	      0.1555452849	      0.1454256815	     -0.1579981900	
      0.0103183184	     -0.0421822802	      0.0000000000	      0.2076394782	      0.1629024234	      0.1523041727	     -0.1654713485	
      0.0107971031	     -0.0441395981	      0.0000000000	      0.2172742457	      0.1704613278	      0.1593713032	     -0.1731494547	
      0.0112886606	     -0.0461491323	      0.0000000000	      0.2271660445	      0.1782218848	      0.1666269670	     -0.1810323935	
      0.0117929685	     -0.0482107916	      0.0000000000	      0.2373144261	      0.1861837423	      0.1740708349	     -0.1891198073	
      0.0123099889	     -0.0503244212	      0.0000000000	      0.2477186273	      0.1943463018	      0.1817023474	     -0.1974110880	
      0.0128396679	     -0.0524897997	      0.0000000000	      0.2583775597	      0.2027087092	      0.1895207059	     -0.2059053683	
      0.0133819345	     -0.0547066380	      0.0000000000	      0.2692897992	      0.2112698474	      0.1975248659	     -0.2146015131	
      0.0139367009	     -0.0569745763	      0.0000000000	      0.2804535753	      0.2200283272	      0.2057135288	     -0.2234981117	
      0.0145038613	     -0.0592931826	      0.0000000000	      0.2918667610	      0.2289824800	      0.2140851343	     -0.2325934690	
      0.0150832917	     -0.0616619502	      0.0000000000	      0.3035268624	      0.2381303491	      0.2226378532	     -0.2418855974	
      0.0156748496	     -0.0640802958	      0.0000000000	      0.3154310085	      0.2474696822	      0.2313695797	     -0.2513722091	
      0.0162783730	     -0.0665475577	      0.0000000000	      0.3275759417	      0.2569979235	      0.2402779242	     -0.2610507081	
      0.0168936804	     -0.0690629936	      0.0000000000	      0.3399580079	      0.2667122062	      0.2493602065	     -0.2709181823	
      0.0175205700	     -0.0716257786	      0.0000000000	      0.3525731474	      0.2766093453	      0.2586134487	     -0.2809713965	
